:ID,pkg_name,pkgman,version,:LABEL,homepage,repo
version479488cargo,reshape,cargo,0.1.1,Version,https://github.com/fabianlindfors/reshape,https://github.com/fabianlindfors/reshape
version4632homebrew,reshape,homebrew,0.6.0,Version,https://github.com/fabianlindfors/reshape/archive/v0.6.0.tar.gz,https://github.com/fabianlindfors/reshape
version283conan,bitmagic,conan,7.11.2,Version,,http://bitmagic.io
version114vcpkg,bitmagic,vcpkg,7.5.0,Version,,http://bitmagic.io
version915homebrew,cpr,homebrew,1.7.2,Version,https://github.com/libcpr/cpr/archive/1.7.2.tar.gz,https://docs.libcpr.org/
version670conan,cpr,conan,1.8.1,Version,,https://docs.libcpr.org/
version736homebrew,cjson,homebrew,1.7.15,Version,https://github.com/DaveGamble/cJSON/archive/v1.7.15.tar.gz,https://github.com/DaveGamble/cJSON
version481conan,cjson,conan,1.7.15,Version,,https://github.com/DaveGamble/cJSON
version342vcpkg,cjson,vcpkg,1.7.15,Version,,https://github.com/DaveGamble/cJSON
version2561conan,plog,conan,1.1.5,Version,,https://github.com/SergiusTheBest/plog
version1349vcpkg,plog,vcpkg,1.1.5,Version,,https://github.com/SergiusTheBest/plog
version1679chromebrew,netperf,chromebrew,2.7.0,Version,https://github.com/HewlettPackard/netperf/archive/netperf-2.7.0.tar.gz,https://hewlettpackard.github.io/netperf/
version3763homebrew,netperf,homebrew,2.7.0,Version,https://github.com/HewlettPackard/netperf/archive/netperf-2.7.0.tar.gz,https://hewlettpackard.github.io/netperf/
version2519conan,pcre2,conan,10.40,Version,,https://www.pcre.org/
version4136homebrew,pcre2,homebrew,10.40,Version,https://github.com/PhilipHazel/pcre2/releases/download/pcre2-10.40/pcre2-10.40.tar.bz2,https://www.pcre.org/
version1990conan,lzip,conan,1.22,Version,,https://www.nongnu.org/lzip/
version3330homebrew,lzip,homebrew,1.23,Version,https://download-mirror.savannah.gnu.org/releases/lzip/lzip-1.23.tar.gz,https://www.nongnu.org/lzip/
version1887conan,libuv,conan,1.44.1,Version,,https://libuv.org
version3135homebrew,libuv,homebrew,1.44.1,Version,https://github.com/libuv/libuv/archive/v1.44.1.tar.gz,https://libuv.org
version499chromebrew,tmux,chromebrew,2.9,Version,https://github.com/tmux/tmux/releases/download/2.9/tmux-2.9.tar.gz,https://tmux.github.io/
version5406homebrew,tmux,homebrew,3.2a,Version,https://github.com/tmux/tmux/releases/download/3.2a/tmux-3.2a.tar.gz,https://tmux.github.io/
version3951homebrew,opencc,homebrew,1.1.3,Version,https://github.com/BYVoid/OpenCC/archive/ver.1.1.3.tar.gz,https://github.com/BYVoid/OpenCC
version1252vcpkg,opencc,vcpkg,2020-04-26,Version,,https://github.com/BYVoid/OpenCC
version246chromebrew,libproxy,chromebrew,5d5e13ddc47a2a061c595c1356d7d07d78cf597f,Version,https://github.com/libproxy/libproxy.git,https://libproxy.github.io/libproxy/
version3028homebrew,libproxy,homebrew,0.4.17,Version,https://github.com/libproxy/libproxy/archive/0.4.17.tar.gz,https://libproxy.github.io/libproxy/
version950chromebrew,curl,chromebrew,7.82.0,Version,https://download.qt.io/official_releases/qtchooser/qtchooser-66.tar.xz,https://curl.se/
version429vcpkg,curl,vcpkg,7.82.0,Version,,https://curl.se/
version1000chromebrew,hello,chromebrew,2.10,Version,https://ftpmirror.gnu.org/hello/hello-2.10.tar.gz,https://www.gnu.org/software/hello/
version2196homebrew,hello,homebrew,2.12,Version,https://ftp.gnu.org/gnu/hello/hello-2.12.tar.gz,https://www.gnu.org/software/hello/
version285chromebrew,libcanberra,chromebrew,0.30-1,Version,http://pkgs.fedoraproject.org/repo/pkgs/libcanberra/libcanberra-0.30.tar.xz/34cb7e4430afaf6f447c4ebdb9b42072/libcanberra-0.30.tar.xz,http://0pointer.de/lennart/projects/libcanberra/
version848vcpkg,libcanberra,vcpkg,0.30,Version,,http://0pointer.de/lennart/projects/libcanberra/
version1644conan,libfuse,conan,3.10.5,Version,,https://github.com/libfuse/libfuse
version2869homebrew,libfuse,homebrew,3.10.5,Version,https://github.com/libfuse/libfuse/releases/download/fuse-3.10.5/fuse-3.10.5.tar.xz,https://github.com/libfuse/libfuse
version899chromebrew,libiconv,chromebrew,1.16-4,Version,https://ftpmirror.gnu.org/libiconv/libiconv-1.16.tar.gz,https://www.gnu.org/software/libiconv/
version1675conan,libiconv,conan,1.16,Version,,https://www.gnu.org/software/libiconv/
version2912homebrew,libiconv,homebrew,1.16,Version,https://ftp.gnu.org/gnu/libiconv/libiconv-1.16.tar.gz,https://www.gnu.org/software/libiconv/
version903vcpkg,libiconv,vcpkg,1.16,Version,,https://www.gnu.org/software/libiconv/
version1881conan,libusb,conan,1.0.26,Version,,https://github.com/libusb/libusb
version1021vcpkg,libusb,vcpkg,1.0.24,Version,,https://github.com/libusb/libusb
version35chromebrew,make,chromebrew,4.3,Version,https://ftpmirror.gnu.org/make/make-4.3.tar.lz,https://www.gnu.org/software/make/
version2009conan,make,conan,4.3,Version,,https://www.gnu.org/software/make/
version3356homebrew,make,homebrew,4.3,Version,https://ftp.gnu.org/gnu/make/make-4.3.tar.lz,https://www.gnu.org/software/make/
version26alire,openssl,alire,,Version,,https://www.openssl.org
version1261chromebrew,openssl,chromebrew,1.1.1n,Version,https://github.com/python-excel/xlrd.git,https://www.openssl.org
version1276vcpkg,openssl,vcpkg,1.1.1n,Version,,https://www.openssl.org
version2619conan,protobuf,conan,3.20.0,Version,,https://github.com/protocolbuffers/protobuf
version1378vcpkg,protobuf,vcpkg,3.19.4,Version,,https://github.com/protocolbuffers/protobuf
version590chromebrew,unixodbc,chromebrew,2.3.9,Version,https://www.harding.motd.ca/autossh/autossh-1.4g.tgz,http://www.unixodbc.org/
version5553homebrew,unixodbc,homebrew,2.3.9,Version,http://www.unixodbc.org/unixODBC-2.3.9.tar.gz,http://www.unixodbc.org/
version3211conan,thrift,conan,0.15.0,Version,,https://github.com/apache/thrift
version1717vcpkg,thrift,vcpkg,0.13.0,Version,,https://github.com/apache/thrift
version281chromebrew,julia,chromebrew,1.7.2,Version,https://github.com/baruch/gpart/archive/0.3.tar.gz,https://julialang.org/
version2548homebrew,julia,homebrew,1.7.2,Version,https://github.com/JuliaLang/julia/releases/download/v1.7.2/julia-1.7.2.tar.gz,https://julialang.org/
version2774conan,readline,conan,8.1.2,Version,,https://tiswww.case.edu/php/chet/readline/rltop.html
version4588homebrew,readline,homebrew,8.1.2,Version,https://ftp.gnu.org/gnu/readline/readline-8.1.tar.gz,https://tiswww.case.edu/php/chet/readline/rltop.html
version1849conan,libsvm,conan,325,Version,,https://www.csie.ntu.edu.tw/~cjlin/libsvm/
version3100homebrew,libsvm,homebrew,3.25,Version,https://www.csie.ntu.edu.tw/~cjlin/libsvm/libsvm-3.25.tar.gz,https://www.csie.ntu.edu.tw/~cjlin/libsvm/
version1004vcpkg,libsvm,vcpkg,3.25,Version,,https://www.csie.ntu.edu.tw/~cjlin/libsvm/
version1514conan,ktx,conan,4.0.0,Version,,https://github.com/KhronosGroup/KTX-Software
version813vcpkg,ktx,vcpkg,4.0.0,Version,,https://github.com/KhronosGroup/KTX-Software
version12chromebrew,libsoxr,chromebrew,0.1.3-1,Version,http://downloads.sourceforge.net/project/soxr/soxr-0.1.3-Source.tar.xz,https://sourceforge.net/projects/soxr/
version3084homebrew,libsoxr,homebrew,0.1.3,Version,https://downloads.sourceforge.net/project/soxr/soxr-0.1.3-Source.tar.xz,https://sourceforge.net/projects/soxr/
version996chromebrew,openssh,chromebrew,9.0,Version,https://github.com/openssh/openssh-portable.git,https://www.openssh.com/
version4001homebrew,openssh,homebrew,9.0p1,Version,https://cdn.openbsd.org/pub/OpenBSD/OpenSSH/portable/openssh-9.0p1.tar.gz,https://www.openssh.com/
version1326conan,heatshrink,conan,0.4.1,Version,,https://github.com/atomicobject/heatshrink
version2191homebrew,heatshrink,homebrew,0.4.1,Version,https://github.com/atomicobject/heatshrink/archive/v0.4.1.tar.gz,https://github.com/atomicobject/heatshrink
version260371cargo,diskonaut,cargo,0.8.0,Version,https://github.com/imsnif/diskonaut,https://github.com/imsnif/diskonaut
version1130homebrew,diskonaut,homebrew,0.11.0,Version,https://github.com/imsnif/diskonaut/archive/0.11.0.tar.gz,https://github.com/imsnif/diskonaut
version5630homebrew,verilator,homebrew,4.220,Version,https://github.com/verilator/verilator/archive/refs/tags/v4.220.tar.gz,https://www.veripool.org/wiki/verilator
version3364conan,verilator,conan,4.034,Version,,https://www.veripool.org/wiki/verilator
version3016conan,spectra,conan,1.0.0,Version,,https://spectralib.org
version1650vcpkg,spectra,vcpkg,1.0.0,Version,,https://spectralib.org
version5051homebrew,spectra,homebrew,1.0.0,Version,https://github.com/yixuan/spectra/archive/v1.0.0.tar.gz,https://spectralib.org
version664chromebrew,graphicsmagick,chromebrew,1.3.35,Version,http://ftp.icm.edu.pl/pub/unix/graphics/GraphicsMagick/1.3/GraphicsMagick-1.3.35.tar.gz,http://www.graphicsmagick.org/
version2048homebrew,graphicsmagick,homebrew,1.3.38,Version,https://downloads.sourceforge.net/project/graphicsmagick/graphicsmagick/1.3.38/GraphicsMagick-1.3.38.tar.xz,http://www.graphicsmagick.org/
version3143conan,tabulate,conan,1.4,Version,,https://github.com/p-ranav/tabulate
version1691vcpkg,tabulate,vcpkg,2019-01-06,Version,,https://github.com/p-ranav/tabulate
version3262conan,tmx,conan,1.4.0,Version,,https://github.com/baylej/tmx
version5412homebrew,tmx,homebrew,1.4.0,Version,https://github.com/baylej/tmx/archive/tmx_1.4.0.tar.gz,https://github.com/baylej/tmx
version733homebrew,cityhash,homebrew,1.1.1,Version,https://storage.googleapis.com/google-code-archive-downloads/v2/code.google.com/cityhash/cityhash-1.1.1.tar.gz,https://github.com/google/cityhash
version477conan,cityhash,conan,cci.20130801,Version,,https://github.com/google/cityhash
version340vcpkg,cityhash,vcpkg,2013-01-08,Version,,https://github.com/google/cityhash
version4496homebrew,qt,homebrew,6.2.3,Version,https://download.qt.io/official_releases/qt/6.2/6.2.3/single/qt-everywhere-src-6.2.3.tar.xz,https://www.qt.io/
version1401vcpkg,qt,vcpkg,6.2.3,Version,,https://www.qt.io/
version1687cargo,xsv,cargo,0.8.7,Version,https://github.com/BurntSushi/xsv,https://github.com/BurntSushi/xsv
version5909homebrew,xsv,homebrew,0.13.0,Version,https://github.com/BurntSushi/xsv/archive/0.13.0.tar.gz,https://github.com/BurntSushi/xsv
version1773chromebrew,jq,chromebrew,1.6,Version,https://github.com/stedolan/jq.git,https://stedolan.github.io/jq/
version2517homebrew,jq,homebrew,1.6,Version,https://github.com/stedolan/jq/releases/download/jq-1.6/jq-1.6.tar.gz,https://stedolan.github.io/jq/
version1225chromebrew,lz4,chromebrew,1.9.2,Version,https://github.com/lz4/lz4/archive/v1.9.2.tar.gz,https://lz4.github.io/lz4/
version1987conan,lz4,conan,1.9.3,Version,,https://github.com/lz4/lz4
version3328homebrew,lz4,homebrew,1.9.3,Version,https://github.com/lz4/lz4/archive/v1.9.3.tar.gz,https://lz4.github.io/lz4/
version1070vcpkg,lz4,vcpkg,1.9.3,Version,,https://github.com/lz4/lz4
version2032conan,mdns,conan,20200424,Version,,https://github.com/mjansson/mdns
